mr,param,original,transformed,difference,percent_change,passed,range_change,range_percent_change,range_passed,severity,status,sample_id,expected_behavior,actual_behavior,epsilon
BrightnessRelation,0.1,-1.630487322807312,-1.6353074312210083,0.004820108413696289,0.2956236083553921,True,0.007866978645324707,0.48249217950728074,True,0.004820108413696289,PASS,0,Output should remain approximately same under brightness change,Consistent,0.01
BrightnessRelation,0.825,-1.630487322807312,-1.6314377784729004,0.0009504556655883789,0.05829269994107783,True,0.007866978645324707,0.48249217950728074,True,0.0009504556655883789,PASS,0,Output should remain approximately same under brightness change,Consistent,0.01
BrightnessRelation,1.55,-1.630487322807312,-1.627966046333313,0.0025212764739990234,0.15463321256162,True,0.007866978645324707,0.48249217950728074,True,0.0025212764739990234,PASS,0,Output should remain approximately same under brightness change,Consistent,0.01
BrightnessRelation,2.275,-1.630487322807312,-1.6274404525756836,0.003046870231628418,0.18686857115188868,True,0.007866978645324707,0.48249217950728074,True,0.003046870231628418,PASS,0,Output should remain approximately same under brightness change,Consistent,0.01
BrightnessRelation,3.0,-1.630487322807312,-1.627862811088562,0.00262451171875,0.16096476632419035,True,0.007866978645324707,0.48249217950728074,True,0.00262451171875,PASS,0,Output should remain approximately same under brightness change,Consistent,0.01
RotationRelation,-60.0,-1.630487322807312,-1.6316978931427002,0.0012105703353881836,0.07424587581859343,True,0.0065604448318481445,0.4023607369694389,True,0.0012105703353881836,PASS,0,Small rotation should not significantly change output,Consistent,0.01
RotationRelation,-30.0,-1.630487322807312,-1.6337192058563232,0.0032318830490112305,0.1982156513360794,True,0.0065604448318481445,0.4023607369694389,True,0.0032318830490112305,PASS,0,Small rotation should not significantly change output,Consistent,0.01
RotationRelation,0.0,-1.630487322807312,-1.630487322807312,0.0,0.0,True,0.0065604448318481445,0.4023607369694389,True,0.0,PASS,0,Small rotation should not significantly change output,Consistent,0.01
RotationRelation,30.0,-1.630487322807312,-1.627158761024475,0.003328561782836914,0.2041450856333595,True,0.0065604448318481445,0.4023607369694389,True,0.003328561782836914,PASS,0,Small rotation should not significantly change output,Consistent,0.01
RotationRelation,60.0,-1.630487322807312,-1.6294382810592651,0.001049041748046875,0.06433911444644236,True,0.0065604448318481445,0.4023607369694389,True,0.001049041748046875,PASS,0,Small rotation should not significantly change output,Consistent,0.01
TranslationRelation,0.0,-1.630487322807312,-1.630487322807312,0.0,0.0,True,0.00196993350982666,0.12081862116221137,True,0.0,PASS,0,Small translation should preserve prediction consistency,Consistent,0.01
TranslationRelation,20.0,-1.630487322807312,-1.6311399936676025,0.0006526708602905273,0.04002916495389454,True,0.00196993350982666,0.12081862116221137,True,0.0006526708602905273,PASS,0,Small translation should preserve prediction consistency,Consistent,0.01
TranslationRelation,40.0,-1.630487322807312,-1.6315436363220215,0.0010563135147094727,0.06478510148976428,True,0.00196993350982666,0.12081862116221137,True,0.0010563135147094727,PASS,0,Small translation should preserve prediction consistency,Consistent,0.01
TranslationRelation,60.0,-1.630487322807312,-1.6297998428344727,0.0006874799728393555,0.04216405375143558,True,0.00196993350982666,0.12081862116221137,True,0.0006874799728393555,PASS,0,Small translation should preserve prediction consistency,Consistent,0.01
TranslationRelation,80.0,-1.630487322807312,-1.6295737028121948,0.0009136199951171875,0.056033519672447074,True,0.00196993350982666,0.12081862116221137,True,0.0009136199951171875,PASS,0,Small translation should preserve prediction consistency,Consistent,0.01
NoiseRelation,0.0,-1.630487322807312,-1.630487322807312,0.0,0.0,True,0.00044333934783935547,0.027190587116627175,True,0.0,PASS,0,Noise should not significantly affect prediction,Consistent,0.01
NoiseRelation,37.5,-1.630487322807312,-1.6306235790252686,0.00013625621795654297,0.00835677361503223,True,0.00044333934783935547,0.027190587116627175,True,0.00013625621795654297,PASS,0,Noise should not significantly affect prediction,Consistent,0.01
NoiseRelation,75.0,-1.630487322807312,-1.6305525302886963,6.520748138427734e-05,0.0039992608638868155,True,0.00044333934783935547,0.027190587116627175,True,6.520748138427734e-05,PASS,0,Noise should not significantly affect prediction,Consistent,0.01
NoiseRelation,112.5,-1.630487322807312,-1.630428433418274,5.888938903808594e-05,0.0036117639246071053,True,0.00044333934783935547,0.027190587116627175,True,5.888938903808594e-05,PASS,0,Noise should not significantly affect prediction,Consistent,0.01
NoiseRelation,150.0,-1.630487322807312,-1.6308717727661133,0.00038444995880126953,0.02357882319202007,True,0.00044333934783935547,0.027190587116627175,True,0.00038444995880126953,PASS,0,Noise should not significantly affect prediction,Consistent,0.01
BlurRelation,1.0,-1.630487322807312,-1.630487322807312,0.0,0.0,True,7.319450378417969e-05,0.0044891154852404105,True,0.0,PASS,0,Blur should not significantly change output,Consistent,0.01
BlurRelation,8.5,-1.630487322807312,-1.6304142475128174,7.30752944946289e-05,0.004481804222235132,True,7.319450378417969e-05,0.0044891154852404105,True,7.30752944946289e-05,PASS,0,Blur should not significantly change output,Consistent,0.01
BlurRelation,16.0,-1.630487322807312,-1.6304141283035278,7.319450378417969e-05,0.0044891154852404105,True,7.319450378417969e-05,0.0044891154852404105,True,7.319450378417969e-05,PASS,0,Blur should not significantly change output,Consistent,0.01
BlurRelation,23.5,-1.630487322807312,-1.630414605140686,7.271766662597656e-05,0.0044598704332193,True,7.319450378417969e-05,0.0044891154852404105,True,7.271766662597656e-05,PASS,0,Blur should not significantly change output,Consistent,0.01
BlurRelation,31.0,-1.630487322807312,-1.63042151927948,6.580352783203125e-05,0.0040358171789132025,True,7.319450378417969e-05,0.0044891154852404105,True,6.580352783203125e-05,PASS,0,Blur should not significantly change output,Consistent,0.01
ContrastRelation,0.1,-1.630487322807312,-1.6353074312210083,0.004820108413696289,0.2956236083553921,True,0.007915019989013672,0.48543861849840764,True,0.004820108413696289,PASS,0,Contrast change should not significantly affect output,Consistent,0.01
ContrastRelation,1.075,-1.630487322807312,-1.6300936937332153,0.0003936290740966797,0.02414179044342644,True,0.007915019989013672,0.48543861849840764,True,0.0003936290740966797,PASS,0,Contrast change should not significantly affect output,Consistent,0.01
ContrastRelation,2.05,-1.630487322807312,-1.6273924112319946,0.003094911575317383,0.18981501014301552,True,0.007915019989013672,0.48543861849840764,True,0.003094911575317383,PASS,0,Contrast change should not significantly affect output,Consistent,0.01
ContrastRelation,3.025,-1.630487322807312,-1.6278725862503052,0.002614736557006836,0.1603652427577576,True,0.007915019989013672,0.48543861849840764,True,0.002614736557006836,PASS,0,Contrast change should not significantly affect output,Consistent,0.01
ContrastRelation,4.0,-1.630487322807312,-1.628121018409729,0.002366304397583008,0.1451285706547592,True,0.007915019989013672,0.48543861849840764,True,0.002366304397583008,PASS,0,Contrast change should not significantly affect output,Consistent,0.01
RainRelation,0.0,-1.630487322807312,-1.632623314857483,0.0021359920501708984,0.13100321052856298,True,0.0008096694946289062,0.049658098331845056,True,0.0021359920501708984,PASS,0,Rain should not significantly affect prediction,Consistent,0.01
RainRelation,0.375,-1.630487322807312,-1.6325715780258179,0.0020842552185058594,0.12783012238427252,True,0.0008096694946289062,0.049658098331845056,True,0.0020842552185058594,PASS,0,Rain should not significantly affect prediction,Consistent,0.01
RainRelation,0.75,-1.630487322807312,-1.6321258544921875,0.0016385316848754883,0.1004933100075398,True,0.0008096694946289062,0.049658098331845056,True,0.0016385316848754883,PASS,0,Rain should not significantly affect prediction,Consistent,0.01
RainRelation,1.125,-1.630487322807312,-1.6320834159851074,0.0015960931777954102,0.097890500377661,True,0.0008096694946289062,0.049658098331845056,True,0.0015960931777954102,PASS,0,Rain should not significantly affect prediction,Consistent,0.01
